,fes_youth,fes_p_ss_fc_pr,macv_p_ss_fs,macv_p_ss_fo,macv_p_ss_isr,macv_p_ss_fr,macv_p_ss_r,demo_prnt_age_v2,demo_prnt_marital_v2,demo_comb_income_v2,demo_fam_exp,demo_yrs_1,demo_yrs_2,parent_rules_q1,parent_rules_q4,parent_rules_q7,y
902,4,0.0,3.83,3.6,3.8,4.6,4.71,46.0,5,3,0,0,4,0,0,0,0
903,5,1.0,4.33,4.4,3.2,4.0,5.0,37.0,4,8,0,1,3,0,0,0,1
904,1,4.0,4.17,4.0,4.2,4.0,4.86,32.0,1,10,0,2,4,0,0,0,0
905,1,1.0,3.67,3.8,3.0,2.2,3.57,39.0,1,9,0,0,3,0,0,0,0
906,0,3.0,4.33,3.4,2.6,2.6,2.0,42.0,1,9,0,1,1,0,0,0,0
907,2,2.0,2.67,2.6,2.2,2.8,3.14,31.0,5,1,0,0,1,0,0,0,0
908,0,0.0,4.0,3.4,3.4,3.4,3.14,35.0,4,4,1,3,3,2,2,2,1
909,6,4.0,4.33,3.6,4.0,4.0,1.0,44.0,1,9,0,1,2,0,0,2,1
910,1,0.0,4.5,4.4,4.0,3.4,4.86,38.0,1,9,0,4,4,0,0,0,0
911,6,4.0,5.0,4.0,4.2,4.4,5.0,42.0,1,9,0,2,4,0,0,0,0
912,0,2.0,5.0,3.8,3.0,3.2,2.29,40.0,5,6,0,0,3,0,0,0,1
913,1,5.0,4.5,4.0,2.4,3.2,2.29,40.0,1,8,0,4,3,0,0,0,0
914,2,2.0,4.83,4.6,4.0,4.6,1.57,43.0,1,10,0,1,3,2,2,2,0
915,1,3.0,3.33,3.0,4.6,3.0,3.43,50.0,1,9,0,3,4,0,0,0,0
916,3,9.0,4.17,4.0,3.2,3.6,5.0,44.0,4,4,0,3,4,0,0,0,1
917,3,1.0,4.0,2.8,3.8,3.6,1.0,43.0,1,10,0,0,2,0,0,0,0
918,0,1.0,4.17,2.4,3.0,2.8,2.43,39.0,1,10,0,1,2,2,0,0,0
919,4,3.0,5.0,4.8,5.0,4.8,1.71,37.0,5,8,0,0,3,0,0,0,0
920,1,6.0,4.17,2.8,3.0,3.8,4.0,29.0,1,9,0,3,4,0,0,0,0
921,1,1.0,4.83,4.0,4.4,4.0,5.0,42.0,1,8,0,3,4,2,2,2,0
922,3,4.0,3.0,2.6,3.6,2.0,1.0,34.0,1,9,0,0,1,0,0,0,0
923,1,7.0,3.33,2.6,4.2,2.4,1.0,40.0,1,9,0,0,1,0,0,0,1
924,2,2.0,4.5,3.6,3.8,3.4,3.57,48.0,1,7,0,0,3,0,0,0,0
925,0,1.0,5.0,4.8,4.2,4.8,5.0,32.0,1,5,0,3,4,0,0,0,0
926,2,1.0,3.17,3.4,2.6,3.6,3.43,34.0,1,8,1,1,3,0,0,0,0
927,3,1.0,4.17,3.6,3.2,3.6,4.86,40.0,1,8,0,3,3,2,0,0,0
928,0,1.0,5.0,4.8,4.8,4.8,3.57,53.0,1,10,0,0,1,0,0,0,0
929,4,3.0,4.0,4.0,3.6,3.8,4.0,30.0,5,5,1,2,4,2,1,0,1
930,2,0.0,4.33,4.4,3.8,4.2,3.29,33.0,5,6,0,2,2,2,2,2,0
931,0,0.0,4.5,4.8,3.0,2.8,5.0,43.0,1,9,0,3,4,0,0,0,0
932,2,2.0,2.83,2.2,3.4,1.6,1.14,45.0,1,8,0,0,1,0,0,0,0
933,3,4.0,4.5,3.8,4.0,3.6,4.57,36.0,1,7,0,3,4,0,0,0,1
934,0,0.0,3.67,3.2,3.4,2.6,3.57,45.0,1,10,0,2,3,0,0,0,0
935,0,3.0,4.17,3.8,3.8,4.2,1.0,49.0,3,4,1,0,1,0,0,0,1
936,3,2.0,4.17,3.8,3.2,3.0,1.86,35.0,1,5,0,3,4,2,2,2,0
937,0,2.0,4.17,2.8,3.8,1.6,1.71,47.0,1,10,0,0,3,2,2,2,1
938,7,3.0,4.5,3.8,4.2,3.6,4.43,42.0,1,6,1,3,3,0,0,0,1
939,2,1.0,2.67,2.4,2.4,1.0,1.14,51.0,3,10,0,0,2,0,0,0,1
940,2,1.0,4.33,3.8,3.2,2.0,2.86,42.0,1,7,0,1,3,0,0,0,0
941,3,3.0,3.67,2.4,2.8,3.0,2.57,43.0,1,10,0,1,3,0,0,0,0
942,2,1.0,4.17,3.2,3.2,3.6,1.43,42.0,3,7,1,1,2,0,0,0,1
943,1,0.0,3.83,4.0,3.4,3.8,2.71,43.0,1,8,0,2,3,0,0,0,0
944,3,4.0,4.0,4.0,3.4,4.0,5.0,40.0,1,8,0,3,4,0,0,0,1
945,3,1.0,4.17,3.2,3.6,3.6,2.71,49.0,1,10,0,0,4,0,0,0,0
946,5,3.0,4.67,4.2,3.8,3.6,2.71,32.0,1,6,1,2,1,0,0,0,1
947,1,5.0,5.0,4.4,4.4,4.6,5.0,37.0,1,8,0,3,4,0,0,0,1
948,4,4.0,4.5,4.0,3.4,3.8,3.29,43.0,1,10,0,3,3,0,0,0,0
949,2,3.0,4.0,3.0,3.0,3.0,1.0,47.0,1,10,0,0,1,0,0,0,1
950,4,2.0,4.67,4.2,4.4,3.8,2.0,46.0,1,9,0,3,3,2,2,2,0
951,2,6.0,4.67,3.2,4.2,2.6,4.57,48.0,1,9,1,3,3,0,0,0,1
952,1,4.0,3.33,2.6,3.2,1.4,1.0,44.0,3,10,0,0,1,0,0,0,1
953,3,1.0,3.33,3.2,4.4,2.4,1.14,30.0,4,5,0,0,1,2,2,2,0
954,0,1.0,4.33,3.4,3.8,3.6,4.57,27.0,6,4,1,3,3,0,0,0,0
955,0,0.0,4.0,3.4,3.8,3.6,4.0,42.0,1,8,0,3,4,0,0,0,0
956,9,6.0,4.17,3.6,3.8,3.6,3.86,40.0,1,6,1,1,1,0,0,0,1
957,0,1.0,4.83,4.2,3.8,4.8,4.86,35.0,3,6,0,3,3,0,0,0,0
958,2,2.0,3.5,4.0,4.0,4.4,4.86,32.0,6,7,0,2,3,0,0,2,1
959,0,1.0,4.0,3.6,2.8,3.2,5.0,37.0,1,8,0,3,4,2,2,2,0
960,0,5.0,3.33,3.8,3.2,3.4,2.29,45.0,1,9,0,0,3,0,0,0,1
961,0,3.0,4.83,4.4,4.4,4.2,1.29,48.0,1,9,0,0,1,0,0,0,0
962,4,1.0,5.0,3.2,2.4,3.6,4.86,39.0,1,9,0,1,4,0,0,0,0
963,1,1.0,2.83,1.8,2.0,2.2,1.0,44.0,1,9,0,0,1,0,0,0,0
964,0,1.0,4.5,4.2,3.2,4.4,4.43,42.0,3,7,0,2,4,0,0,0,0
965,0,1.0,3.33,3.0,2.4,2.8,1.0,44.0,1,8,0,1,1,0,2,2,1
966,0,2.0,4.83,3.6,2.8,3.4,1.57,45.0,1,10,0,0,1,0,0,0,0
967,0,2.0,4.5,3.4,2.6,3.6,4.14,30.0,1,6,1,1,4,0,0,0,0
968,1,4.0,3.33,2.0,3.6,2.0,1.0,32.0,3,4,0,0,1,2,2,2,1
969,3,5.0,5.0,3.2,3.2,4.2,3.43,39.0,5,5,1,3,4,0,0,0,1
970,2,5.0,5.0,5.0,4.4,4.4,3.71,32.0,1,6,1,3,3,0,0,0,0
971,4,4.0,3.67,3.6,3.8,2.4,1.0,33.0,3,3,1,0,1,2,2,2,1
972,1,0.0,3.0,3.0,3.4,2.6,4.86,40.0,3,6,1,1,3,0,0,0,0
973,0,1.0,4.0,2.6,3.4,3.0,1.71,43.0,1,9,0,1,2,0,0,2,1
974,2,2.0,4.67,4.0,3.2,4.0,5.0,39.0,1,8,0,4,4,0,0,0,0
975,2,1.0,4.17,3.6,3.8,3.6,1.0,40.0,1,10,0,0,1,2,2,2,1
976,0,0.0,5.0,3.4,4.8,3.0,1.86,46.0,1,8,0,0,1,0,0,0,0
977,4,3.0,4.83,4.6,3.8,3.6,4.71,42.0,1,10,0,2,3,0,0,0,0
978,2,3.0,4.5,4.0,4.4,3.0,2.0,44.0,1,10,0,1,1,0,0,0,0
979,0,0.0,3.0,3.2,4.2,1.8,4.57,42.0,3,7,0,4,4,0,0,0,1
980,2,0.0,4.5,3.2,4.8,3.8,1.86,37.0,5,1,0,0,2,0,2,0,1
981,2,4.0,3.67,3.0,3.0,2.6,3.71,38.0,1,8,0,2,4,0,0,0,0
982,2,2.0,3.33,3.6,2.6,3.8,2.86,42.0,1,9,0,0,1,0,0,0,0
983,1,2.0,3.83,3.8,3.8,3.2,3.14,53.0,3,8,0,1,3,0,0,0,1
984,2,3.0,4.5,4.0,5.0,4.4,1.0,43.0,1,10,0,0,1,0,0,0,0
985,3,2.0,3.67,4.0,4.2,3.0,2.43,36.0,1,9,0,0,2,0,0,0,0
986,0,0.0,4.17,3.6,4.0,3.4,3.0,48.0,1,10,0,2,3,0,0,0,0
987,1,5.0,4.0,3.6,3.6,3.8,1.57,43.0,1,10,0,3,4,0,0,0,0
988,0,1.0,3.17,2.8,3.0,2.4,1.14,63.0,3,8,0,0,1,2,2,2,1
989,0,1.0,3.0,2.4,3.4,2.6,1.29,48.0,1,10,0,0,1,0,0,2,0
990,1,0.0,4.67,3.8,2.4,2.0,1.0,39.0,1,9,0,0,1,0,0,0,0
991,1,1.0,4.5,3.8,3.6,3.4,3.0,46.0,2,5,0,1,3,0,0,0,0
992,0,2.0,4.0,3.2,3.6,3.8,3.71,42.0,1,9,1,1,3,0,0,0,0
993,7,5.0,4.67,4.6,3.6,2.6,1.0,37.0,1,9,0,0,2,0,0,0,1
994,2,2.0,3.67,2.8,4.2,3.0,3.86,37.0,1,9,0,3,4,0,0,0,0
995,0,2.0,4.33,2.8,2.6,3.4,4.14,34.0,6,6,0,2,4,0,0,0,0
996,0,2.0,5.0,4.8,3.8,5.0,5.0,34.0,1,2,0,3,4,0,0,0,1
997,2,1.0,5.0,5.0,4.4,5.0,5.0,35.0,1,9,0,1,3,0,0,0,1
998,1,4.0,4.67,3.8,4.2,3.2,2.14,42.0,1,10,0,0,1,0,0,0,1
999,4,0.0,5.0,4.6,4.0,4.6,5.0,34.0,1,7,0,2,4,0,0,0,0
1000,0,1.0,4.83,4.2,4.2,4.4,4.71,44.0,5,8,0,4,4,2,0,0,0
1001,1,2.0,4.5,4.2,4.6,4.4,4.14,52.0,1,10,0,1,2,0,0,0,0
1002,6,1.0,4.17,3.8,3.2,3.8,3.86,34.0,5,5,1,2,3,0,0,0,1
1003,0,5.0,4.5,4.2,3.6,3.8,4.86,43.0,1,10,0,3,4,0,0,0,0
1004,4,6.0,3.83,3.0,3.0,2.8,1.43,41.0,3,7,0,0,1,0,0,0,1
1005,1,0.0,4.67,3.8,3.6,4.0,5.0,45.0,1,9,0,3,3,0,0,0,0
1006,1,7.0,3.17,2.2,3.2,2.8,1.0,52.0,1,10,0,0,1,2,0,2,0
1007,2,2.0,4.67,3.4,3.6,3.0,2.86,46.0,1,10,0,2,4,0,0,0,1
1008,2,3.0,4.67,4.0,3.4,3.8,5.0,39.0,1,8,0,3,4,0,0,0,0
1009,0,0.0,3.83,3.8,3.8,3.6,1.0,40.0,1,9,0,0,1,2,2,2,0
1010,5,3.0,5.0,4.4,3.8,3.8,4.86,39.0,1,4,1,3,4,0,0,0,0
1011,6,4.0,3.33,3.4,3.4,3.4,1.86,36.0,5,3,1,0,1,0,0,0,1
1012,3,0.0,4.0,3.4,4.0,1.6,1.43,43.0,1,9,0,0,1,2,0,2,0
1013,3,3.0,4.0,3.4,3.0,3.4,3.57,37.0,1,8,0,1,3,0,0,0,0
1014,6,5.0,4.17,3.4,3.4,3.8,1.43,41.0,1,10,0,3,2,0,0,0,0
1015,0,4.0,3.17,2.4,2.4,2.2,1.0,49.0,1,9,0,1,2,0,0,0,0
1016,1,4.0,5.0,5.0,5.0,5.0,5.0,30.0,5,2,0,3,4,1,0,0,1
1017,1,3.0,4.83,4.2,4.0,4.2,4.29,43.0,1,9,0,2,3,0,0,0,1
1018,1,0.0,4.83,4.0,3.6,4.0,4.14,37.0,1,8,0,3,4,2,2,2,0
1019,1,5.0,3.0,3.0,3.0,3.0,3.0,34.0,6,2,0,1,1,0,0,0,1
1020,4,3.0,4.5,4.0,3.4,3.6,3.86,43.0,1,6,0,2,2,2,0,0,0
1021,3,1.0,4.83,5.0,4.2,4.0,5.0,31.0,1,7,0,3,4,0,0,0,0
1022,2,0.0,3.33,2.6,3.6,3.0,2.0,40.0,1,10,0,3,3,0,0,0,0
1023,3,1.0,4.0,3.4,4.4,3.2,1.14,37.0,1,9,0,0,1,2,0,2,0
1024,2,1.0,4.83,3.2,3.4,3.8,5.0,47.0,1,9,0,3,4,0,0,0,1
1025,5,7.0,3.67,4.0,3.4,4.2,4.14,43.0,1,9,0,2,3,0,0,0,0
1026,4,4.0,4.0,4.0,4.4,3.2,1.86,41.0,1,9,0,1,2,0,2,2,0
1027,2,2.0,4.33,4.0,3.2,4.4,4.57,47.0,1,6,0,0,1,0,0,0,0
1028,0,0.0,4.83,4.4,4.2,3.6,1.0,42.0,1,10,0,0,1,2,2,2,0
1029,1,0.0,4.0,3.8,2.2,3.6,3.29,28.0,3,4,0,2,3,0,0,0,0
1030,1,1.0,4.5,3.6,4.4,3.8,3.57,39.0,1,8,0,3,2,0,0,0,0
1031,1,5.0,4.83,4.0,3.6,4.2,2.71,41.0,4,6,0,1,3,0,2,0,1
1032,1,5.0,4.17,2.6,3.2,2.6,3.14,40.0,1,10,0,3,3,0,0,0,0
1033,4,6.0,5.0,3.0,4.6,3.8,1.14,46.0,1,10,0,3,1,0,0,0,1
1034,0,1.0,4.0,3.4,2.6,3.4,4.0,31.0,6,7,0,1,3,0,0,0,0
1035,0,2.0,4.5,4.0,4.0,4.2,2.43,38.0,1,7,1,0,2,0,0,0,0
1036,1,4.0,4.67,3.2,2.2,3.2,5.0,45.0,1,9,0,3,4,0,0,0,1
1037,3,1.0,3.83,3.2,2.8,2.8,3.43,39.0,6,5,1,0,1,0,0,0,0
1038,2,1.0,4.17,3.2,3.0,3.2,4.0,44.0,1,9,0,3,3,2,2,2,0
1039,1,5.0,4.67,4.4,3.2,4.8,5.0,34.0,1,8,0,3,4,0,0,2,1
1040,1,0.0,4.83,4.2,3.0,4.6,5.0,33.0,3,7,0,3,3,0,0,0,0
1041,1,6.0,4.5,4.6,4.2,4.8,4.57,31.0,6,3,1,0,1,0,0,0,0
1042,0,3.0,4.33,3.4,2.6,3.4,4.86,46.0,1,10,0,4,4,0,0,0,0
1043,2,1.0,3.67,3.0,3.4,2.8,3.14,48.0,1,9,0,1,3,0,0,0,0
1044,0,1.0,3.17,3.4,3.2,3.2,1.57,45.0,1,9,0,0,2,0,0,0,0
1045,1,2.0,3.83,4.4,4.0,3.6,5.0,46.0,3,9,0,2,4,0,0,0,1
1046,7,2.0,5.0,4.4,3.4,4.2,5.0,31.0,6,2,0,1,4,0,0,0,0
1047,4,1.0,4.83,3.8,4.0,3.4,1.86,38.0,1,7,0,0,2,2,2,2,0
1048,0,0.0,3.67,3.2,3.6,2.8,2.29,40.0,1,7,1,2,3,0,0,2,1
1049,2,8.0,4.83,4.0,4.0,4.4,3.29,51.0,2,3,1,0,3,0,0,0,1
1050,0,1.0,4.0,3.4,3.6,3.4,3.86,39.0,1,8,0,3,4,0,0,0,0
1051,4,3.0,3.33,3.6,4.4,3.0,1.29,39.0,1,6,1,0,2,0,0,0,1
1052,1,1.0,4.5,4.0,3.2,4.4,4.57,37.0,3,6,0,2,4,0,0,0,0
1053,3,2.0,3.83,2.6,3.2,3.0,4.57,36.0,1,10,0,3,4,2,0,0,1
1054,4,2.0,4.83,4.4,4.2,4.0,5.0,35.0,1,9,0,3,4,0,0,0,0
1055,4,2.0,4.0,2.6,3.2,2.6,4.86,31.0,6,8,1,3,4,0,0,0,1
1056,2,7.0,3.33,3.4,3.8,3.0,2.71,30.0,5,4,1,0,1,2,0,0,1
1057,1,1.0,4.67,2.8,4.6,3.0,1.29,43.0,1,4,0,0,1,0,0,0,0
1058,0,4.0,3.0,3.2,4.0,2.4,1.0,45.0,1,10,0,0,1,0,0,2,0
1059,1,5.0,4.33,3.8,3.4,4.0,3.14,44.0,1,9,0,0,2,0,0,0,0
1060,5,7.0,4.33,4.2,4.2,3.8,5.0,38.0,4,1,1,3,4,0,0,0,1
1061,0,0.0,5.0,4.6,3.6,4.0,1.71,41.0,1,8,0,0,2,0,0,0,0
1062,2,4.0,4.0,3.8,3.6,3.8,3.86,34.0,5,3,1,0,1,1,0,2,0
1063,0,1.0,3.67,3.4,2.6,3.0,1.43,45.0,1,9,0,0,1,0,0,0,0
1064,1,5.0,4.0,3.6,3.8,3.2,4.86,38.0,1,9,0,2,3,0,0,0,1
1065,3,1.0,3.83,4.0,3.2,4.0,4.0,33.0,6,7,0,2,4,0,0,0,1
1066,0,5.0,5.0,4.0,3.8,3.8,5.0,36.0,1,9,0,3,4,0,0,0,0
1067,3,1.0,4.17,2.6,2.8,2.4,5.0,43.0,1,9,0,3,3,2,2,2,1
1068,6,5.0,4.5,3.8,3.4,2.6,1.0,45.0,1,9,0,0,1,2,0,2,1
1069,1,1.0,5.0,5.0,4.2,5.0,5.0,30.0,5,1,0,0,1,0,0,0,0
1070,5,8.0,4.5,4.6,3.8,3.0,4.0,37.0,1,5,0,1,3,0,0,0,1
1071,2,0.0,4.83,2.8,3.8,3.2,3.14,46.0,1,10,0,0,4,0,0,0,0
1072,7,1.0,3.67,4.2,3.2,3.2,4.71,46.0,1,7,0,3,4,1,0,0,1
1073,0,1.0,5.0,4.6,4.0,4.8,5.0,46.0,3,7,0,3,4,0,0,0,0
1074,7,2.0,3.67,4.0,4.0,3.6,5.0,40.0,3,7,1,1,3,0,0,0,0
1075,0,1.0,4.17,3.6,3.2,2.8,2.29,31.0,3,4,1,2,2,0,0,0,0
1076,5,2.0,4.5,3.4,4.0,3.6,4.86,42.0,3,7,0,3,4,2,2,2,0
1077,1,3.0,4.5,4.0,3.8,4.0,4.29,31.0,1,5,1,1,4,2,2,2,0
1078,0,2.0,3.83,3.2,3.4,3.8,2.14,43.0,1,6,0,0,2,0,0,2,0
1079,3,1.0,4.5,3.6,3.4,2.4,4.71,37.0,3,9,0,2,4,0,0,0,0
1080,1,0.0,4.67,4.4,3.0,4.0,1.0,47.0,1,8,0,0,1,0,0,0,0
1081,3,2.0,4.67,4.6,2.6,4.2,4.57,32.0,6,6,0,0,2,0,0,0,1
1082,0,4.0,4.33,3.2,3.2,2.0,2.0,54.0,1,8,1,1,3,0,0,2,0
1083,3,8.0,4.17,3.6,4.2,3.0,1.43,35.0,6,7,1,1,2,0,0,0,1
1084,0,1.0,3.67,3.6,3.4,3.4,3.71,46.0,3,10,0,1,3,0,0,0,0
1085,1,1.0,3.67,3.4,3.6,2.8,1.14,38.0,1,10,0,0,1,2,2,2,0
1086,2,1.0,4.0,3.4,3.8,3.0,2.57,39.0,1,7,0,2,3,2,2,2,0
1087,2,0.0,4.17,3.4,3.8,3.4,3.57,30.0,1,7,0,3,3,0,0,0,0
1088,9,7.0,3.67,2.8,2.8,3.2,1.14,33.0,1,7,0,0,1,0,0,0,1
1089,0,3.0,3.83,3.0,3.6,3.0,3.57,47.0,1,9,0,1,3,2,2,2,1
1090,6,1.0,4.17,4.0,4.4,3.4,4.71,58.0,3,6,0,1,3,0,0,0,0
1091,3,0.0,4.0,3.8,3.2,2.8,1.0,43.0,1,10,0,0,1,0,0,0,0
1092,1,0.0,4.17,3.6,4.0,3.4,5.0,39.0,1,10,0,3,4,0,0,0,0
1093,2,5.0,3.67,2.6,3.6,2.2,1.57,44.0,1,9,0,0,1,2,0,2,0
1094,1,1.0,5.0,4.2,4.4,4.2,4.86,39.0,1,6,0,3,4,0,0,0,0
1095,3,5.0,3.0,2.4,2.4,2.2,3.0,39.0,1,6,1,1,2,0,0,0,1
1096,1,5.0,4.67,4.0,3.8,4.4,5.0,38.0,1,6,0,3,4,0,0,0,1
1097,1,1.0,3.83,2.6,3.0,3.0,1.0,43.0,1,10,0,0,1,0,0,2,0
1098,2,3.0,4.83,4.2,3.4,4.0,3.0,39.0,6,3,0,3,3,0,0,0,0
1099,1,0.0,4.5,4.2,3.6,3.8,4.29,36.0,1,9,0,4,4,0,0,0,0
1100,2,1.0,3.17,3.4,3.4,2.6,2.0,41.0,1,8,0,2,3,2,0,2,0
1101,4,4.0,4.17,3.2,2.4,2.4,3.71,40.0,1,10,0,3,1,2,0,2,1
1102,2,0.0,4.83,3.8,3.4,3.8,1.86,42.0,1,9,0,1,2,0,0,0,0
1103,1,7.0,3.83,2.6,3.0,3.2,2.57,50.0,1,9,0,3,3,0,0,0,1
1104,8,4.0,4.17,3.2,3.4,3.0,4.43,42.0,1,9,0,3,4,0,0,0,0
1105,0,2.0,3.17,2.8,3.2,2.8,1.29,53.0,1,10,0,1,3,2,0,2,0
1106,0,4.0,3.67,3.4,3.4,2.8,4.86,51.0,1,8,0,3,4,0,0,0,1
1107,4,2.0,3.83,3.6,3.6,3.6,3.0,55.0,1,5,1,0,3,2,2,2,0
1108,3,5.0,3.5,4.0,1.8,3.0,1.57,37.0,1,8,0,0,1,0,0,0,1
1109,4,3.0,3.67,2.6,4.6,2.2,1.29,48.0,1,9,0,2,2,2,0,2,0
1110,5,4.0,3.67,2.2,3.0,2.4,2.71,38.0,1,9,0,1,2,0,0,0,0
1111,4,3.0,4.5,2.6,2.6,2.4,4.14,37.0,1,8,0,1,3,2,2,2,0
1112,0,3.0,5.0,4.8,5.0,4.8,1.71,37.0,5,8,0,0,3,0,0,0,0
1113,0,2.0,4.5,3.8,2.4,2.8,2.43,33.0,5,4,1,1,2,0,0,0,0
1114,1,1.0,3.33,3.2,3.8,2.0,1.0,43.0,1,10,0,0,1,0,0,2,0
1115,3,0.0,5.0,5.0,3.8,5.0,5.0,40.0,3,9,1,2,4,0,0,0,1
1116,2,1.0,5.0,3.8,4.0,4.6,4.0,44.0,1,9,0,1,4,0,0,0,0
1117,7,4.0,4.5,3.6,4.0,3.8,4.57,40.0,5,5,1,1,4,0,0,2,1
1118,2,0.0,3.83,3.8,3.4,4.0,2.86,32.0,5,4,1,0,3,0,0,0,0
1119,0,7.0,4.33,3.4,2.8,3.2,4.71,37.0,5,1,1,3,4,0,0,0,1
1120,0,6.0,4.33,4.0,3.4,3.4,5.0,29.0,5,4,1,2,4,0,0,0,1
1121,1,0.0,4.5,3.0,3.4,2.4,2.14,39.0,1,9,0,1,3,0,0,0,0
1122,1,3.0,3.67,3.2,3.6,2.8,2.14,33.0,1,9,0,0,1,0,0,0,1
1123,3,6.0,5.0,4.4,4.0,4.4,5.0,39.0,1,2,1,1,3,0,0,0,1
1124,0,2.0,4.5,4.0,4.0,3.8,2.14,43.0,1,10,0,0,1,2,2,2,1
1125,3,3.0,4.83,4.4,3.4,3.4,4.71,38.0,1,10,0,1,3,0,2,2,1
1126,0,0.0,4.17,3.8,2.8,3.4,5.0,36.0,1,6,1,3,4,0,2,2,1
1127,0,0.0,4.0,4.6,3.8,3.2,5.0,52.0,1,7,0,3,4,0,0,0,0
1128,0,1.0,3.33,2.6,3.2,2.6,1.43,38.0,1,9,0,0,3,0,0,0,1
1129,1,4.0,4.33,3.6,3.8,3.2,3.29,35.0,5,8,0,3,3,0,0,0,1
1130,1,7.0,3.33,2.2,3.4,2.0,1.0,37.0,1,8,1,0,1,2,0,2,1
1131,2,1.0,4.0,3.2,3.2,3.0,2.43,52.0,1,8,0,1,2,0,0,0,0
1132,0,2.0,4.83,4.2,3.8,3.6,3.71,26.0,6,5,0,1,3,0,0,0,1
1133,2,2.0,5.0,3.8,3.8,3.8,5.0,43.0,1,7,1,4,4,2,2,2,0
1134,0,3.0,5.0,5.0,2.8,5.0,5.0,36.0,6,2,1,4,4,0,0,0,0
1135,1,5.0,5.0,4.2,3.4,2.4,3.43,32.0,1,8,0,1,2,2,2,2,1
1136,5,2.0,4.33,4.0,2.2,3.2,5.0,35.0,1,7,0,4,4,0,0,0,0
1137,0,2.0,4.67,3.4,2.8,2.4,2.57,36.0,1,9,0,1,3,2,0,0,0
1138,1,3.0,4.67,3.8,3.6,3.0,2.29,41.0,1,7,1,3,3,0,0,0,0
1139,4,3.0,4.0,3.8,3.6,3.2,3.29,38.0,1,10,0,3,3,0,0,0,1
1140,0,1.0,4.5,3.8,3.6,3.0,4.57,47.0,1,8,0,3,3,0,0,0,0
1141,0,5.0,3.17,3.2,2.6,3.0,4.43,31.0,1,3,0,3,4,0,0,0,0
1142,2,0.0,4.0,3.4,3.6,3.0,3.71,37.0,1,5,0,1,2,2,2,2,0
1143,1,0.0,3.67,2.8,3.0,3.0,2.0,46.0,3,9,0,3,3,0,0,0,0
1144,4,0.0,4.0,3.0,2.6,3.2,3.86,43.0,1,9,0,4,4,2,0,0,0
1145,2,0.0,4.5,2.8,3.6,2.8,4.29,33.0,6,5,0,4,3,0,0,0,0
1146,2,1.0,4.0,2.6,3.0,3.0,5.0,42.0,1,9,0,1,3,0,0,0,0
1147,0,2.0,4.33,4.6,4.0,2.8,2.43,52.0,1,10,0,0,2,0,0,0,1
1148,3,2.0,4.83,3.4,3.0,3.0,4.0,43.0,6,1,1,3,4,0,0,0,1
1149,1,0.0,4.0,3.2,3.4,2.6,1.0,57.0,1,10,0,0,1,0,0,0,0
1150,3,7.0,4.17,3.8,3.0,3.6,4.43,32.0,5,1,1,2,4,0,0,0,1
1151,0,2.0,3.17,3.2,3.6,2.6,1.43,41.0,3,7,0,1,2,0,0,2,1
1152,1,6.0,4.33,2.4,4.2,3.2,2.14,43.0,1,10,0,2,3,2,2,2,0
1153,2,0.0,4.0,4.0,3.0,3.6,4.29,47.0,1,9,0,1,4,0,0,0,1
1154,4,2.0,4.67,4.2,3.8,3.8,3.43,43.0,1,8,0,2,3,0,0,0,0
1155,6,1.0,4.17,3.8,3.4,3.4,2.71,31.0,1,2,0,3,3,0,0,0,0
1156,1,3.0,4.67,3.6,4.0,4.2,5.0,45.0,3,7,0,3,4,0,0,0,0
1157,2,4.0,3.33,3.2,3.8,2.6,1.0,40.0,1,9,0,0,1,0,0,0,1
1158,0,2.0,4.0,3.6,3.2,3.6,5.0,39.0,1,8,0,3,4,0,0,0,0
1159,3,7.0,4.83,4.6,4.0,4.6,5.0,37.0,3,7,1,2,4,0,0,2,1
1160,1,0.0,4.33,3.4,3.4,3.0,3.57,40.0,1,6,0,1,3,2,2,2,0
1161,2,1.0,4.0,3.6,3.2,3.4,2.43,29.0,6,4,1,1,2,0,0,0,1
1162,1,2.0,3.17,3.0,3.2,2.6,1.86,38.0,3,7,0,2,3,0,0,0,1
1163,1,0.0,4.17,3.8,3.4,3.6,3.71,40.0,1,10,0,0,3,2,2,2,1
1164,1,2.0,4.0,4.2,3.8,4.0,3.43,30.0,1,7,0,2,3,0,0,2,0
1165,3,6.0,3.83,3.6,3.4,2.4,3.86,34.0,1,9,0,4,4,1,2,2,1
1166,6,4.0,3.0,3.0,3.0,3.0,2.86,36.0,3,6,0,1,2,0,0,0,0
1167,1,2.0,4.0,3.2,3.2,3.0,4.0,41.0,1,6,0,3,4,0,0,0,0
1168,0,0.0,5.0,4.0,3.4,4.4,4.71,44.0,1,5,1,3,4,0,0,0,0
1169,2,0.0,4.67,3.8,3.4,4.2,4.71,37.0,1,9,0,3,4,0,0,0,0
1170,4,7.0,2.5,2.8,3.6,2.0,1.57,32.0,1,8,0,1,2,1,0,0,0
1171,0,3.0,4.0,3.6,3.8,3.8,3.29,39.0,1,9,1,1,3,2,2,0,0
1172,2,2.0,3.33,3.2,4.0,4.0,2.29,42.0,3,7,0,0,1,0,0,0,0
1173,2,3.0,3.67,3.2,3.6,3.0,3.57,44.0,1,10,0,0,2,0,0,0,1
1174,5,3.0,4.33,3.8,3.4,3.6,4.29,44.0,1,8,0,3,4,0,0,0,0
