,fes_youth,fes_p_ss_fc_pr,macv_p_ss_fs,macv_p_ss_fo,macv_p_ss_isr,macv_p_ss_fr,macv_p_ss_r,demo_prnt_age_v2,demo_prnt_marital_v2,demo_comb_income_v2,demo_fam_exp,demo_yrs_1,demo_yrs_2,parent_rules_q1,parent_rules_q4,parent_rules_q7,y
4917,6,3.0,5.0,3.2,3.0,4.0,2.14,45.0,1,9,0,1,3,0,0,0,1
4918,6,0.0,3.67,2.8,2.6,2.4,2.43,36.0,1,7,0,1,3,2,2,2,0
4919,1,6.0,3.83,3.4,3.2,2.4,1.86,42.0,1,10,0,1,1,2,2,2,1
4920,2,0.0,3.5,3.0,3.2,3.2,4.0,41.0,1,8,0,3,4,0,0,0,0
4921,4,4.0,4.17,3.2,3.8,3.8,1.86,42.0,3,9,1,2,3,2,0,2,0
4922,0,1.0,5.0,5.0,4.2,4.6,5.0,44.0,1,9,0,4,3,0,0,0,0
4923,0,2.0,4.17,4.0,3.0,3.6,5.0,49.0,1,9,0,3,4,0,0,0,1
4924,2,5.0,4.0,3.8,3.8,3.4,2.29,34.0,1,9,0,1,3,0,0,0,0
4925,1,1.0,4.67,4.2,3.4,3.4,4.71,48.0,2,7,1,2,3,0,0,0,1
4926,1,0.0,4.0,3.4,2.4,3.0,3.14,29.0,6,9,0,3,2,0,0,0,0
4927,1,1.0,5.0,4.2,3.2,3.2,4.43,33.0,1,9,0,3,4,0,0,0,0
4928,8,5.0,4.0,3.2,3.4,2.2,2.43,43.0,1,10,0,1,2,0,0,0,0
4929,5,0.0,3.67,3.0,4.2,3.0,1.29,32.0,5,9,0,3,3,0,0,0,0
4930,1,1.0,4.5,3.8,4.2,3.2,4.43,33.0,1,6,1,1,3,0,0,2,0
4931,2,3.0,3.83,3.0,4.2,2.8,1.0,42.0,1,10,0,0,1,2,0,2,0
4932,0,4.0,4.0,4.0,2.8,3.2,2.57,49.0,1,9,0,0,1,0,0,0,1
4933,0,1.0,4.83,4.2,3.0,3.6,5.0,40.0,1,9,0,3,4,0,0,0,0
4934,0,4.0,4.67,3.8,3.8,3.2,5.0,36.0,1,8,0,3,4,0,0,0,1
4935,4,1.0,5.0,5.0,3.8,3.8,5.0,41.0,1,9,0,3,4,0,0,0,1
4936,7,7.0,3.83,3.4,3.8,3.4,3.14,50.0,1,9,0,0,2,2,0,2,1
4937,3,2.0,5.0,4.8,4.2,4.2,4.14,40.0,1,8,0,3,4,1,0,0,0
4938,3,3.0,3.67,3.6,3.8,3.8,4.57,42.0,5,4,1,2,4,0,0,0,0
4939,2,0.0,5.0,3.8,2.4,4.0,5.0,50.0,1,7,0,2,4,0,0,0,0
4940,1,3.0,5.0,4.2,3.6,3.0,1.0,38.0,1,9,0,0,1,2,2,2,0
4941,2,4.0,4.33,4.0,3.0,3.0,4.86,37.0,1,9,1,2,4,0,0,0,1
4942,3,0.0,4.33,4.2,3.6,3.4,2.29,38.0,1,9,0,0,1,0,0,0,1
4943,1,6.0,4.17,3.8,4.2,4.0,3.86,29.0,6,1,1,0,1,0,0,0,0
4944,3,4.0,3.67,2.8,3.4,2.8,4.29,44.0,1,9,0,3,4,0,0,0,0
4945,0,0.0,4.17,3.4,2.8,3.4,4.86,47.0,1,9,0,3,4,0,0,0,0
4946,1,0.0,4.5,2.8,3.6,3.6,2.86,38.0,1,6,0,1,3,0,0,0,0
4947,0,0.0,4.67,4.6,4.8,3.0,4.14,40.0,1,9,0,2,4,0,0,0,1
4948,2,4.0,4.83,4.4,4.0,2.8,5.0,35.0,1,9,0,3,4,0,0,0,1
4949,1,4.0,3.0,3.4,5.0,2.6,4.14,38.0,4,4,1,0,4,0,0,0,1
4950,0,2.0,4.0,3.4,4.0,4.0,2.29,65.0,1,3,1,3,1,2,0,2,1
4951,2,2.0,4.0,3.0,3.6,2.8,2.86,30.0,6,7,0,0,3,2,2,2,1
4952,2,2.0,4.0,3.4,3.6,2.6,4.57,53.0,1,9,0,2,4,0,0,0,0
4953,2,7.0,3.67,3.2,4.6,3.6,4.71,39.0,1,9,0,3,4,0,0,0,0
4954,0,1.0,3.17,2.6,3.0,1.2,1.14,55.0,3,9,0,1,2,0,2,0,1
4955,2,2.0,4.67,4.0,3.6,3.6,4.86,57.0,1,6,1,3,4,2,2,2,0
4956,2,3.0,5.0,5.0,5.0,4.6,4.14,50.0,1,8,0,3,4,2,0,2,1
4957,0,8.0,5.0,3.8,3.4,3.4,3.86,39.0,4,6,1,1,4,2,0,0,1
4958,1,2.0,3.67,4.0,4.2,3.4,4.0,29.0,1,2,0,4,3,2,2,2,0
4959,0,4.0,3.67,3.2,3.8,2.2,1.86,39.0,5,8,0,0,3,2,2,2,0
4960,0,2.0,3.5,2.4,4.2,2.8,1.29,40.0,3,8,0,1,2,2,2,2,0
4961,1,2.0,3.83,3.0,3.4,2.8,3.57,40.0,1,9,0,2,3,0,0,0,0
4962,5,1.0,4.17,3.4,3.2,3.8,4.71,31.0,3,2,1,3,3,0,0,0,1
4963,4,1.0,3.83,3.6,3.2,3.4,5.0,36.0,5,5,1,3,3,0,0,0,1
4964,2,3.0,5.0,4.4,4.2,3.4,5.0,37.0,1,9,1,3,4,0,0,0,0
4965,6,2.0,4.83,3.6,4.0,3.6,3.29,46.0,1,9,0,3,3,2,0,2,0
4966,1,1.0,4.0,3.4,2.8,3.0,4.14,42.0,1,8,0,2,4,0,0,0,0
4967,1,2.0,5.0,3.8,4.6,4.2,5.0,33.0,5,2,1,4,4,0,0,2,1
4968,0,1.0,4.5,3.0,2.8,2.6,3.43,41.0,1,8,0,1,3,0,0,0,1
4969,0,1.0,3.5,2.8,2.6,3.4,1.0,43.0,1,8,0,0,2,0,0,0,0
4970,5,2.0,4.0,4.0,4.0,4.0,3.71,29.0,5,5,1,1,2,0,0,2,0
4971,6,5.0,3.83,3.6,3.0,3.0,4.57,30.0,5,2,0,2,3,0,0,0,1
4972,0,2.0,2.5,1.8,3.0,1.4,1.0,48.0,1,10,0,1,2,2,2,2,0
4973,2,0.0,4.17,4.0,3.0,3.6,5.0,50.0,1,8,0,3,4,0,0,0,1
4974,4,1.0,3.67,4.2,4.0,4.0,5.0,30.0,1,5,1,4,4,0,0,0,1
4975,3,3.0,5.0,5.0,3.8,5.0,5.0,29.0,6,5,1,3,4,2,2,2,1
4976,1,4.0,4.67,4.0,3.2,3.0,3.86,40.0,1,9,0,1,3,0,0,0,0
4977,1,0.0,4.5,4.2,3.6,4.2,4.0,47.0,1,9,0,1,3,0,0,0,0
4978,0,0.0,2.5,2.4,3.4,1.2,1.14,42.0,3,9,0,3,1,2,0,2,0
4979,0,1.0,3.83,2.8,2.6,2.6,1.86,37.0,1,7,0,0,3,0,0,0,0
4980,0,0.0,4.5,3.4,3.8,3.2,4.71,40.0,1,8,0,3,4,0,0,0,0
4981,2,3.0,4.5,3.4,3.0,2.8,1.29,48.0,3,7,0,0,1,2,0,2,0
4982,7,6.0,4.5,4.2,3.4,4.0,1.43,51.0,4,9,0,0,1,0,0,0,0
4983,1,2.0,5.0,5.0,4.8,5.0,5.0,40.0,6,4,0,4,4,0,0,0,0
4984,0,5.0,3.17,2.6,2.8,1.4,2.29,48.0,1,9,1,1,3,2,2,2,1
4985,1,5.0,3.0,2.4,2.4,2.2,1.14,34.0,1,7,1,0,1,0,0,2,1
4986,1,1.0,3.0,2.6,2.4,2.6,3.0,36.0,1,7,0,1,3,0,0,0,1
4987,5,7.0,4.17,3.4,3.8,3.8,4.29,40.0,1,6,1,2,3,0,0,0,1
4988,2,1.0,4.5,4.4,3.8,4.2,1.86,50.0,6,10,0,3,3,0,0,0,0
4989,5,3.0,2.0,2.8,3.2,1.0,1.0,40.0,1,8,0,0,1,0,0,2,0
4990,1,0.0,4.33,4.4,3.0,4.6,1.57,42.0,1,10,0,1,2,2,2,2,0
4991,0,0.0,4.83,3.2,3.2,2.2,1.71,42.0,1,9,0,1,3,0,0,0,0
4992,0,2.0,3.5,3.6,3.4,3.4,1.14,35.0,1,10,0,1,2,0,0,0,0
4993,5,6.0,3.5,3.4,3.6,3.2,2.71,32.0,5,6,1,0,2,0,0,0,1
4994,6,2.0,4.0,2.6,2.0,2.6,3.86,41.0,1,9,0,3,3,0,0,0,0
4995,4,5.0,4.67,4.2,4.2,4.2,4.57,49.0,1,7,0,1,3,0,0,0,0
4996,1,3.0,4.0,3.6,3.4,3.6,5.0,49.0,1,6,1,3,2,2,2,2,1
4997,2,0.0,5.0,4.6,4.0,3.6,3.71,30.0,6,8,0,4,3,0,0,0,1
4998,3,3.0,4.33,4.6,2.6,1.8,1.29,43.0,1,8,0,4,2,0,0,2,0
4999,2,2.0,3.83,3.6,2.4,3.4,4.71,30.0,1,3,0,3,3,0,0,0,0
5000,0,0.0,3.33,2.6,3.6,2.0,1.0,48.0,3,8,0,0,1,2,2,2,0
5001,3,0.0,3.83,3.8,3.6,4.0,3.43,44.0,1,10,0,1,3,0,0,0,0
5002,8,6.0,2.33,3.2,3.6,2.2,2.0,39.0,1,9,0,1,2,0,0,0,1
5003,0,2.0,4.5,3.4,2.8,4.0,4.29,49.0,1,7,0,3,4,2,2,2,1
5004,1,1.0,4.17,3.6,3.2,2.0,3.0,52.0,1,9,0,2,3,2,2,2,0
5005,1,6.0,3.83,3.6,3.4,2.4,3.86,34.0,1,9,0,4,4,1,2,2,1
5006,2,6.0,4.33,3.2,4.2,3.2,5.0,37.0,1,6,0,3,3,0,0,0,0
5007,3,1.0,4.0,4.0,3.6,4.0,1.43,44.0,1,10,0,0,1,2,0,2,0
5008,1,2.0,3.67,3.8,3.0,2.0,1.14,48.0,1,9,0,0,2,1,0,0,0
5009,2,2.0,4.67,3.2,4.2,3.0,4.57,32.0,1,6,0,0,4,0,0,0,1
5010,3,0.0,3.5,3.0,3.8,2.2,1.71,40.0,1,10,0,0,2,0,2,0,0
5011,1,6.0,4.5,4.2,2.8,3.4,1.86,52.0,1,10,0,1,2,2,2,2,0
5012,1,3.0,4.5,4.2,3.6,3.6,3.29,41.0,1,9,0,1,2,0,0,0,0
5013,0,1.0,3.5,2.4,3.8,2.0,1.0,41.0,3,9,0,0,1,0,0,0,0
5014,3,1.0,4.83,4.0,4.4,4.0,5.0,42.0,1,8,0,3,4,2,2,2,0
5015,0,2.0,3.67,3.6,3.8,2.4,3.57,37.0,1,7,0,1,3,0,0,0,0
5016,3,4.0,4.83,4.8,4.8,5.0,4.86,53.0,5,2,0,3,3,0,0,0,1
5017,1,5.0,3.17,2.4,4.6,2.4,2.14,41.0,3,8,0,2,2,0,0,0,1
5018,2,4.0,3.5,3.4,3.4,3.2,4.29,42.0,1,10,0,3,3,0,0,0,0
5019,1,1.0,4.67,4.0,3.4,4.0,1.86,37.0,6,5,1,0,3,2,2,2,0
5020,0,0.0,4.0,3.8,3.2,2.8,1.0,43.0,1,10,0,0,1,0,0,0,0
5021,2,4.0,4.67,4.4,4.0,4.6,5.0,45.0,5,9,0,3,4,2,2,2,1
5022,5,3.0,4.67,4.6,4.6,3.2,1.29,45.0,1,10,0,3,4,0,0,2,0
5023,2,2.0,2.17,1.8,2.6,1.2,1.0,41.0,1,8,0,1,2,0,0,0,0
5024,2,4.0,4.33,4.6,3.6,4.4,4.71,38.0,1,8,0,3,4,0,0,0,1
5025,1,5.0,4.33,3.4,3.8,3.6,5.0,43.0,1,10,0,2,3,2,0,0,0
5026,6,7.0,4.67,3.8,3.2,3.8,5.0,31.0,5,4,1,0,4,0,0,0,1
5027,4,6.0,5.0,4.4,3.2,3.0,1.86,37.0,1,9,0,0,2,2,2,2,0
5028,2,5.0,4.33,4.0,3.2,4.0,5.0,46.0,1,7,0,3,4,0,0,0,0
5029,0,3.0,3.67,3.6,2.0,2.2,1.14,37.0,6,9,0,0,2,2,0,2,0
5030,1,5.0,4.67,3.8,3.6,3.0,4.57,36.0,1,9,0,2,3,0,0,0,0
5031,1,1.0,3.5,3.0,3.0,2.2,1.0,36.0,3,6,0,0,1,2,2,2,0
5032,1,2.0,3.67,3.6,3.4,3.4,5.0,45.0,1,7,1,1,4,0,0,0,0
5033,1,1.0,3.83,3.2,3.6,2.8,1.71,49.0,1,9,0,0,1,0,0,0,0
5034,0,1.0,4.0,3.6,3.8,3.2,1.57,47.0,1,9,0,0,2,0,0,0,0
5035,0,3.0,5.0,4.4,3.2,4.4,5.0,60.0,1,7,0,1,4,0,0,0,1
5036,6,2.0,3.83,3.2,3.4,1.8,1.57,35.0,3,6,0,1,1,0,0,0,1
5037,0,2.0,3.17,3.0,2.8,2.8,1.43,31.0,5,1,0,0,1,2,2,2,1
5038,3,2.0,4.83,4.4,3.2,5.0,5.0,39.0,6,7,0,3,4,0,0,0,0
5039,4,7.0,3.33,3.0,3.2,3.4,1.29,45.0,1,10,0,0,3,0,0,0,1
5040,2,4.0,4.5,3.2,3.6,3.6,1.0,39.0,1,9,0,0,1,2,2,2,0
5041,9,3.0,3.0,3.0,3.2,2.8,1.29,34.0,1,9,0,0,1,2,0,2,1
5042,0,1.0,4.33,3.2,2.6,3.2,3.29,40.0,1,9,0,2,3,2,2,2,0
5043,0,0.0,3.33,3.0,3.0,2.6,1.0,32.0,1,9,0,2,1,0,0,0,0
5044,3,3.0,4.83,4.4,3.4,4.4,4.71,37.0,1,9,0,3,4,0,0,0,1
5045,8,1.0,3.83,3.8,3.2,3.2,4.86,47.0,1,10,0,3,4,2,2,2,1
5046,1,4.0,4.67,4.8,3.8,3.2,2.43,47.0,1,10,0,1,3,0,0,0,0
5047,8,2.0,4.0,2.8,3.6,2.6,4.57,40.0,1,6,0,1,3,2,2,2,0
5048,1,4.0,4.5,3.0,3.8,3.2,3.57,41.0,1,9,0,3,3,2,2,2,0
5049,3,0.0,3.33,3.4,2.4,2.2,5.0,61.0,1,9,0,3,4,2,0,0,0
5050,5,6.0,5.0,4.6,4.6,5.0,1.86,31.0,3,7,0,0,1,0,0,0,1
5051,0,4.0,3.17,3.2,3.4,3.2,3.86,36.0,1,6,0,1,4,0,0,0,0
5052,2,3.0,3.33,2.6,3.4,2.6,1.0,43.0,1,8,0,0,1,2,2,2,0
5053,6,6.0,5.0,3.4,3.8,2.6,4.43,54.0,1,9,1,4,3,1,0,0,1
5054,1,0.0,4.67,4.4,3.8,4.4,4.0,41.0,2,9,0,0,2,0,0,0,0
5055,1,2.0,4.33,3.6,3.0,2.6,1.86,44.0,1,10,0,1,2,2,0,0,1
5056,2,2.0,4.0,3.2,3.2,2.4,3.14,40.0,1,9,0,2,3,2,0,2,0
5057,6,0.0,4.5,3.6,4.6,4.0,3.0,37.0,1,7,0,0,1,0,0,0,1
5058,0,3.0,3.67,2.8,4.0,3.0,4.0,30.0,1,7,0,1,1,0,0,0,0
5059,0,5.0,3.83,3.4,3.6,3.2,5.0,40.0,1,9,0,2,3,0,0,0,1
5060,1,1.0,4.33,4.0,3.4,3.0,4.71,36.0,1,8,0,3,4,0,0,0,0
5061,0,3.0,4.0,3.8,3.4,3.8,2.43,38.0,5,5,0,0,1,2,2,2,0
5062,0,3.0,4.17,3.2,2.4,2.8,3.29,44.0,1,10,0,3,3,2,2,2,0
5063,0,1.0,3.17,2.8,4.0,2.2,2.14,48.0,3,10,0,1,3,2,2,2,0
5064,2,1.0,5.0,4.8,4.6,4.4,3.0,40.0,1,5,0,1,2,2,2,2,0
5065,4,1.0,3.0,1.6,3.0,1.8,1.0,36.0,1,8,0,0,1,2,0,0,1
5066,2,5.0,4.67,4.4,3.8,4.0,4.14,30.0,1,5,0,0,3,0,0,0,1
5067,0,3.0,4.0,2.8,3.6,3.0,3.71,49.0,1,10,0,2,3,0,0,0,0
5068,6,2.0,5.0,4.8,3.4,4.4,5.0,46.0,2,7,0,2,4,0,0,0,1
5069,0,4.0,4.17,3.6,4.4,3.0,2.71,36.0,2,6,1,3,4,2,2,2,1
5070,0,1.0,4.67,4.6,4.0,4.4,2.71,43.0,1,9,0,1,2,0,0,0,0
5071,1,2.0,4.67,3.8,3.4,3.8,4.71,47.0,1,7,0,3,4,2,2,2,0
5072,4,4.0,3.17,1.6,2.6,2.2,1.0,40.3,1,9,0,0,1,0,0,0,0
5073,0,4.0,2.17,2.0,3.2,1.6,1.29,38.0,1,9,0,0,1,2,2,2,0
5074,1,6.0,4.33,4.0,4.2,3.0,3.14,47.0,5,4,1,1,3,2,2,2,1
5075,0,1.0,4.0,4.0,3.6,3.8,1.0,51.0,1,9,0,0,2,0,0,0,0
5076,2,4.0,3.83,3.0,3.6,3.2,4.86,45.0,1,9,0,3,4,0,0,0,0
5077,1,5.0,4.83,3.6,3.6,3.8,2.57,43.0,1,9,0,1,2,0,0,0,0
5078,1,4.0,3.5,3.4,4.0,3.0,2.14,42.0,1,9,0,2,2,2,2,2,0
5079,0,0.0,4.17,4.0,4.4,3.6,4.43,34.0,1,7,0,2,3,0,0,0,0
5080,0,5.0,3.17,3.0,2.6,1.4,1.14,54.0,1,10,0,1,3,2,2,2,0
5081,0,0.0,3.67,3.0,3.6,2.8,4.0,67.0,3,7,0,3,4,0,0,2,0
5082,1,3.0,4.83,3.4,3.8,3.8,2.43,36.0,5,6,0,1,1,2,0,0,0
5083,0,1.0,4.83,4.2,3.4,4.8,4.71,35.0,1,7,0,0,3,0,0,0,1
5084,0,3.0,4.5,3.0,2.8,2.8,3.71,48.0,1,9,0,3,3,0,0,0,1
5085,0,0.0,3.33,3.4,2.8,3.0,2.14,47.0,1,10,0,3,3,2,0,2,0
5086,3,3.0,4.83,3.8,4.0,3.4,4.86,34.0,6,9,0,3,3,2,2,0,1
5087,3,3.0,3.17,3.2,4.0,3.2,3.57,47.0,5,8,0,1,3,0,0,0,0
5088,0,2.0,4.17,3.4,3.8,2.2,1.0,53.0,5,8,0,0,1,0,0,0,0
5089,3,3.0,3.5,2.8,3.4,3.0,4.29,28.0,5,5,1,1,3,0,0,0,1
5090,0,1.0,3.17,2.2,3.4,1.6,5.0,42.0,1,7,0,3,4,0,0,0,0
5091,1,4.0,4.0,3.0,3.2,3.0,3.14,51.0,1,9,0,2,3,2,2,2,0
5092,0,1.0,5.0,4.6,4.6,4.8,4.71,37.0,5,6,1,1,3,0,0,0,0
5093,3,4.0,4.33,3.2,3.0,3.4,1.57,32.0,5,5,1,1,2,2,0,2,1
5094,1,1.0,2.17,2.4,4.0,1.4,1.0,44.0,1,9,0,0,1,0,0,0,0
5095,5,2.0,3.83,3.0,2.2,3.0,3.57,45.0,5,7,1,3,4,0,0,0,0
5096,0,0.0,3.33,3.2,2.4,3.2,2.71,27.0,5,2,0,0,1,1,0,0,0
5097,0,0.0,4.83,3.6,3.4,3.4,4.57,38.0,1,9,0,3,4,0,0,0,0
5098,8,5.0,4.0,4.2,3.2,2.8,4.86,42.0,3,8,0,4,4,0,0,0,0
5099,1,0.0,4.0,3.8,2.2,3.8,4.43,36.0,5,6,0,0,4,2,2,2,0
5100,1,5.0,4.5,4.0,4.6,4.4,1.0,44.0,1,9,0,0,1,0,0,0,1
5101,0,2.0,4.67,5.0,4.0,3.0,4.71,38.0,4,5,1,3,4,0,0,0,1
5102,1,8.0,5.0,4.8,3.4,4.4,4.43,42.0,1,5,1,3,4,0,0,0,1
5103,4,2.0,3.83,4.0,3.0,3.0,5.0,37.0,1,8,1,3,4,2,0,0,0
5104,0,3.0,3.33,3.2,2.4,2.6,2.43,40.0,1,9,0,0,1,0,0,0,0
5105,0,1.0,4.17,3.2,3.2,3.6,3.0,42.0,1,8,0,1,3,2,2,2,1
5106,7,4.0,4.83,4.2,3.6,4.2,4.57,41.0,1,9,0,1,4,0,0,0,0
5107,4,5.0,2.83,2.4,3.4,2.0,1.0,48.0,1,8,0,0,1,0,0,0,0
5108,0,2.0,3.83,3.6,4.0,4.0,3.29,49.0,3,2,1,2,3,1,0,0,1
5109,1,0.0,5.0,5.0,5.0,5.0,5.0,43.0,1,9,0,3,4,0,0,0,0
5110,6,8.0,3.5,3.0,3.4,3.4,3.86,33.0,1,6,0,3,4,0,0,0,1
5111,2,3.0,4.33,4.2,4.0,3.8,4.14,37.0,1,9,0,3,4,0,0,0,0
5112,0,1.0,4.5,3.4,2.4,2.6,1.0,42.0,1,9,0,1,3,0,0,0,0
5113,2,3.0,5.0,4.6,4.6,4.8,5.0,40.0,1,8,0,3,4,0,0,0,0
5114,1,7.0,4.17,3.2,3.2,3.8,4.43,38.0,1,9,0,3,4,0,0,0,1
5115,1,1.0,4.0,3.2,3.4,3.0,4.86,44.0,1,7,0,3,4,0,0,0,0
5116,6,4.0,4.83,4.4,2.8,3.6,2.43,38.0,1,6,1,1,3,0,0,0,1
5117,1,6.0,4.5,4.0,4.2,3.8,4.0,39.0,3,2,1,3,3,0,0,0,1
5118,4,6.0,2.0,2.0,3.8,2.0,1.14,28.0,1,7,1,0,1,2,2,2,1
5119,1,1.0,4.0,3.8,3.6,3.2,3.43,41.0,1,7,0,3,3,0,0,0,0
5120,2,8.0,4.0,3.6,3.2,3.8,4.14,34.0,1,8,1,3,4,2,2,2,1
5121,0,3.0,3.33,2.2,2.6,2.6,1.71,48.0,1,9,0,0,1,0,2,0,1
5122,0,2.0,3.83,3.0,3.8,2.8,1.0,42.0,1,9,0,0,1,2,2,2,0
5123,2,1.0,2.5,1.8,3.4,2.0,1.0,43.0,1,10,0,0,2,0,0,0,0
5124,1,1.0,4.83,3.8,4.0,3.4,4.57,39.0,5,4,1,1,4,2,2,2,1
5125,7,4.0,3.83,3.0,3.8,2.2,1.14,44.0,1,8,0,0,1,0,0,0,1
5126,0,1.0,3.83,3.6,3.6,3.4,2.71,41.0,1,8,0,0,1,0,0,0,0
5127,0,3.0,3.83,3.0,3.8,2.8,1.29,36.0,1,9,0,0,1,2,0,2,1
5128,0,1.0,3.33,3.0,2.8,2.2,3.86,53.0,3,7,1,2,4,0,0,0,0
5129,2,2.0,4.67,4.4,3.6,5.0,5.0,49.0,6,3,0,3,4,0,0,0,0
5130,2,0.0,5.0,4.2,3.2,3.6,2.14,49.0,3,8,0,1,2,0,0,0,0
5131,4,4.0,5.0,4.0,4.6,4.4,5.0,32.0,4,7,1,2,4,0,0,0,1
5132,1,6.0,4.83,4.2,4.0,4.2,5.0,35.0,1,9,0,3,4,0,0,0,0
5133,0,2.0,4.5,3.4,3.6,3.4,2.86,30.0,6,5,1,1,3,0,0,0,1
5134,3,6.0,4.0,3.8,3.2,3.8,4.0,41.0,1,8,1,3,4,0,0,0,0
5135,1,2.0,2.67,1.8,3.6,1.4,1.14,42.0,1,10,0,1,2,2,2,2,0
5136,1,6.0,3.83,4.2,3.4,3.4,3.14,71.0,2,2,0,3,3,0,0,0,1
5137,0,0.0,4.5,3.6,3.0,3.8,3.86,39.0,1,9,0,3,3,2,2,2,1
5138,0,2.0,3.5,3.0,2.6,2.2,1.0,43.0,1,10,0,1,1,0,0,0,1
5139,3,5.0,4.17,3.8,4.4,3.8,3.0,46.0,5,8,0,1,1,0,0,0,1
5140,3,0.0,4.33,3.4,3.8,2.8,1.43,39.0,1,9,0,0,3,2,2,2,1
5141,2,4.0,3.67,3.0,4.2,2.8,2.71,30.0,6,2,0,1,3,0,0,0,0
5142,0,2.0,4.33,3.6,2.6,3.6,4.71,44.0,1,9,0,3,4,0,0,0,0
5143,3,4.0,4.0,3.8,4.0,3.4,4.14,39.0,5,1,1,0,3,0,0,0,1
5144,0,3.0,4.67,4.6,4.6,4.0,4.86,35.0,3,2,1,0,4,0,0,0,0
5145,5,4.0,4.33,4.4,3.6,4.2,4.14,36.0,1,8,0,3,4,0,0,0,1
5146,5,3.0,3.33,3.4,3.4,1.8,1.0,32.0,5,4,0,0,1,0,0,0,1
5147,2,8.0,4.0,2.6,2.6,2.8,4.86,38.0,1,9,0,3,4,0,0,0,1
5148,5,0.0,4.67,4.2,3.4,3.6,5.0,45.0,1,9,0,4,4,0,0,0,0
5149,1,4.0,3.17,3.6,3.8,2.0,4.14,46.0,1,10,0,3,4,0,0,0,0
5150,0,2.0,3.0,3.0,4.8,2.2,2.43,39.0,1,6,0,0,3,0,0,0,0
5151,0,3.0,5.0,3.2,3.0,4.0,2.14,45.0,1,9,0,1,3,0,0,0,0
5152,1,1.0,4.33,3.0,3.2,3.6,1.0,38.0,6,9,0,0,1,0,0,2,1
5153,3,5.0,4.33,3.8,2.6,3.0,4.14,41.0,1,8,0,3,4,0,0,0,1
5154,3,0.0,3.83,3.2,3.2,3.8,4.57,32.0,1,7,0,4,4,0,0,0,0
5155,1,1.0,4.67,4.6,4.0,4.4,3.57,32.0,5,7,0,0,1,0,0,0,1
5156,1,3.0,4.17,4.2,4.2,3.8,1.71,41.0,1,10,0,1,2,0,0,0,0
5157,0,0.0,4.83,3.6,4.6,4.2,4.0,38.0,1,10,0,3,4,0,0,0,1
5158,0,2.0,4.17,3.6,3.0,3.0,4.29,35.0,1,7,0,3,4,0,0,0,0
5159,0,0.0,3.83,3.0,2.4,2.4,1.0,42.0,1,9,0,0,1,0,0,0,0
5160,0,0.0,5.0,4.6,3.0,4.2,4.71,39.0,3,4,0,3,4,0,0,0,0
5161,4,2.0,4.83,4.2,4.0,4.6,4.86,29.0,5,1,0,3,4,0,0,0,0
5162,5,0.0,5.0,2.2,3.6,2.6,4.57,41.0,1,7,1,3,4,0,0,0,0
5163,2,2.0,4.83,4.4,3.4,4.2,2.71,29.0,6,7,1,1,3,0,0,0,1
5164,0,1.0,4.67,3.8,3.4,4.2,5.0,41.0,1,10,0,2,4,2,0,0,0
5165,2,3.0,4.0,4.0,3.8,3.8,4.0,51.0,3,5,1,4,4,0,0,0,0
5166,4,0.0,5.0,4.2,4.6,3.8,2.29,42.0,1,9,0,1,3,0,0,0,1
5167,4,1.0,4.33,3.4,4.0,4.4,4.71,30.0,5,5,0,0,1,0,0,0,0
5168,4,6.0,4.5,3.2,3.0,3.2,4.86,38.0,1,7,1,3,4,0,0,0,1
5169,4,3.0,4.0,3.6,3.0,3.6,4.0,36.0,1,7,0,0,1,0,0,0,1
5170,1,3.0,4.5,2.4,3.0,3.2,4.43,36.0,1,9,0,3,4,0,0,0,0
5171,1,1.0,3.17,3.2,2.6,3.0,3.57,40.0,1,1,1,2,3,0,0,0,0
5172,1,0.0,4.5,3.4,3.6,4.0,3.43,37.0,1,8,0,1,3,0,0,0,0
5173,5,9.0,2.67,3.0,3.2,3.2,5.0,24.0,5,1,1,0,3,0,0,0,1
5174,2,0.0,4.5,3.6,2.6,2.6,3.43,60.0,1,9,0,3,4,0,0,0,0
5175,4,1.0,5.0,4.6,3.8,4.6,5.0,35.0,2,6,0,2,4,0,0,0,0
5176,0,2.0,4.33,3.0,2.6,3.8,5.0,36.0,1,9,0,3,4,0,0,0,0
5177,1,1.0,5.0,3.8,3.2,2.8,2.0,42.0,1,7,1,1,3,0,0,0,0
5178,1,4.0,3.83,3.2,3.4,3.0,2.43,51.0,1,9,0,2,2,0,0,0,0
5179,0,3.0,3.17,3.2,3.2,2.2,1.43,39.0,1,9,0,0,1,0,0,0,0
5180,2,0.0,3.17,2.2,3.4,1.6,5.0,41.0,1,7,0,3,3,2,2,2,1
5181,0,1.0,3.83,2.8,3.2,2.6,4.71,40.0,1,7,0,3,4,0,0,0,0
5182,0,2.0,4.33,3.6,3.6,3.2,4.57,54.0,1,9,0,2,3,0,0,0,1
5183,2,2.0,4.5,3.4,3.8,3.4,5.0,45.0,1,7,0,3,3,2,0,0,0
5184,1,2.0,3.83,3.6,2.2,2.6,1.43,48.0,3,8,0,0,2,2,2,2,0
5185,0,4.0,5.0,4.6,3.8,5.0,5.0,29.0,6,10,0,2,4,0,0,0,1
5186,0,0.0,3.33,3.0,3.6,2.6,3.71,37.0,1,8,0,2,4,2,2,2,0
5187,0,0.0,4.33,3.8,3.6,3.4,3.14,42.0,1,7,0,1,2,0,0,0,0
